source_file,title,description,url
page-09.html,RORC Nouvelle-Calédonie - Habitats récifaux - Stations Pala Dalik,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/rorc_habitats_recifaux-xxhpco
page-09.html,RORC Nouvelle-Calédonie - Invertébrés - Stations Pala Dalik,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/rorc_invertebres-iibu4f
page-10.html,RORC Nouvelle-Calédonie - Poissons récifaux - Stations Pala Dalik,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/rorc_poissons_recifaux-fkk9ze
page-09.html,Rainfall data Marshall Islands,Republic of Marshall Islands Environment Data Portal Dataset,https://pacificdata.org/data/dataset/rainfall-data-marshall-islands949448d6-bbeb-483a-88ec-324862ce9dda
page-09.html,Rainfall data Palau,Palau Environment Data Portal Dataset,https://pacificdata.org/data/dataset/rainfall-data-palau0d57bab6-5950-41a6-922d-17d0c949d593
page-10.html,Referentiel des invertébrés,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/referentiel_invertebres-kfn47t
page-10.html,Referentiel des poissons,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/referentiel_poissons-dit0q6
page-10.html,Referentiel des substrats,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/referentiel_substrats-32gjfi
page-08.html,Regional Impact for ARI100 coastal inundation event on Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-full-probabilistic-slr-regional-impact-ari100-1499
page-08.html,Regional summary for coastal inundation on Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-full-probabilistic-slr-regional-summary-1500
page-09.html,Renewable energy country profile for the Solomon Islands,Solomon Islands Environment Data Portal Dataset,https://pacificdata.org/data/dataset/renewable-energy-country-profile-for-the-solomon-islands9ed50caf-2e3c-4542-b8f5-716167d16c26
page-02.html,Republic of Marshall Islands Exclusive Economic Zone (200 Nautical Miles),Marshall Islands Marine Resources Authority (MIMRA) Dataset,https://pacificdata.org/data/dataset/republic-of-marshall-islands-exclusive-economic-zone-200-nautical-miles
page-11.html,Republic of the Marshall Islands Baselines,Forum Fisheries Agency (FFA) Dataset,https://pacificdata.org/data/dataset/republic-of-the-marshall-islands-baselines
page-04.html,Residential Buildings Replacement Value on Cook Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/cook-island-residential-replacement-value2024-840
page-06.html,Residential Buildings Replacement Value on Cook Islands in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ck-residential-building-class-2024-916
page-04.html,Residential Buildings Replacement Value on Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/samoa-residential-replacement-value2024-841
page-06.html,Residential Buildings Replacement Value on Samoa in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ws-residential-building-class-2024-925
page-04.html,Residential Buildings Replacement Value on Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/solomon-residential-replacement-value2024-843
page-06.html,Residential Buildings Replacement Value on Solomon Islands in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-sb-residential-building-class-2024-918
page-06.html,Residential Buildings Replacement Value on Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/tonga-residential-replacement-value2024-914
page-06.html,Residential Buildings Replacement Value on Tonga in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-to-residential-building-class-2024-920
page-04.html,Residential Buildings Replacement Value on Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/vanuatu-residential-replacement-value2024-842
page-06.html,Residential Buildings Replacement Value on Vanuatu in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-vu-residential-building-class-2024-922
page-08.html,Road impact from coastal inundation on Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-full-probabilistic-slr-road-impact-1501
page-07.html,Roads Risk Assessment on Tongatapu in 2020,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/mhdra-pard-tongatapu-asset-roads-2020-224
page-01.html,Roads in Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-samoa-roads-95
page-02.html,Roads in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-solomon-roads-223
page-01.html,Roads in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-tonga-roads-55
page-03.html,Roads in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-vanuatu-roads-309
page-11.html,SEDAC data products and services,Socioeconomic Data and Applications Center (SEDAC) Dataset,https://pacificdata.org/data/dataset/sedac-data-products-and-services
page-09.html,SPREP core national environment indicators,Secretariat of the Pacific Regional Environment Programme (SPREP) Dataset,https://pacificdata.org/data/dataset/sprep-core-national-environment-indicatorsfcf79d4a-f6a7-4526-8deb-809e9b97ca7c
page-09.html,Saison administrative des feux de forêt depuis 2015,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/saison-administrative-des-feux-de-foret-depuis-2015-q39fub
page-03.html,Shear Wace Velocity for Surface Soil in Marshall Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/mh-soils-vs30-446
page-03.html,Shear Wave Velocity for Surface Soil in Cook Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ck-soilvs30-3-96
page-03.html,Shear Wave Velocity for Surface Soil in Fiji,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/fj-soils-vs30-361
page-03.html,Shear Wave Velocity for Surface Soil in Nauru,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/nr-soilvs30-2-434
page-03.html,Shear Wave Velocity for Surface Soil in Niue,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/nu-soilvs30-2-455
page-02.html,Shear Wave Velocity for Surface Soil in Palau,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pw-soils-vs30-74
page-03.html,Shear Wave Velocity for Surface Soil in Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ws-soils-vs30-387
page-02.html,Shear Wave Velocity for Surface Soil in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/sb-soil-vs30-14
page-02.html,Shear Wave Velocity for Surface Soil in Timor Leste,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/tl-soilvs30-3-28
page-03.html,Shear Wave Velocity for Surface Soil in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-soils-vs30-477
page-02.html,Shear Wave Velocity for Surface Soil in Tuvalu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/tv-soilvs30-3-33
page-02.html,Shear Wave Velocity of Surface Soil for Papua New Guinea,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pg-soils-vs30-49
page-03.html,Shear Wave for Surface Soil in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/vu-soils-vs30-345
page-11.html,Signed treaty between Fiji and Solomon Islands,Forum Fisheries Agency (FFA) Dataset,https://pacificdata.org/data/dataset/provisional-treaty-between-fiji-and-solomon-islands
page-05.html,Solomon Islands Archipelagic Baselines (ASB),"Solomon Islands Ministry of Mines, Energy & Rural Electrification Dataset",https://pacificdata.org/data/dataset/solomon-islands-archipelagic-baselines-asb
page-06.html,Solomon Islands PEBACC Project Resources,Solomon Islands Environment Data Portal Dataset,https://pacificdata.org/data/dataset/solomon-islands-pebacc-project-resources20396549-253e-4e01-8d21-cd1766ba9ee6
page-01.html,Telecommunication Assets in Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-samoa-telecommunicationshp-89
page-03.html,Telecommunication Assets in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-solomon-telecommunication-376
page-02.html,Telecommunication Assets in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-tonga-telecommunication-261
page-02.html,Telecommunication Assets in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-vanuatu-telecommunications-191
page-05.html,Telecommunication on Cook Islands in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ck-telecommunication-2024-898
page-06.html,Telecommunication on Tonga in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-telecommunication-2024-899
page-06.html,Telecommunication on Vanuatu in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/vu-telecommunication-2024-900
page-09.html,Timeline of Natural Disasters in the FSM,Federated States of Micronesia Environment Data Portal Dataset,https://pacificdata.org/data/dataset/timeline-of-natural-disasters-in-the-fsme60c4b97-b46c-4793-9c92-9f0ec0715e35
page-02.html,Tropical Cyclone Wind Hazard Map for Vanuatu (50 MRP),"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/van-w50-tr-38
page-02.html,Water Assets in Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-samoa-watershp-180
page-02.html,Water Assets in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-solomon-water-188
page-03.html,Water Assets in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-tonga-water-418
page-02.html,Water Assets in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-vanuatu-water-170
